EmployeeID,First_Name,Surname,StreetAddress,City,State,StateFull,ZipCode,Country,CountryFull,Age,Office,Start_Date,Termination_Date,Voluntary/ Involuntary,Office_Type,Department,Currency,Bonus_pct,Job_title,DOB,level,Salary,Active Status
102049,Donna,Haskett,775 Broaddus Avenue,Clarkson,KY,Kentucky,42726,US,United States,39,NYC,07/12/2015,30/10/2021,Involuntary,Corporate,Sales,USD,0.15,Account Executive,29849,Individual Contributor,74000,1
102050,Sandy,Leggett,2788 Kerry Way,Whittier,CA,California,90602,US,United States,55,NYC,07/12/2015,,,Corporate,Sales,USD,0.15,Sales Team Lead,24120,Senior,80000,1
102051,Willis,Myler,3350 Dennison Street,Stockton,CA,California,95202,US,United States,33,Boulder,14/12/2015,,,Technology,Technology,USD,0.15,Software Engineer,32228,Individual Contributor,96000,1
102052,Charles,Thompson,4264 Coventry Court,Gulfport,MS,Mississippi,39501,US,United States,53,Boulder,14/12/2015,,,Technology,Technology,USD,0.15,Software Engineer,24885,Individual Contributor,92000,1
102053,Lawrence,Young,885 Owagner Lane,Seattle,WA,Washington,98119,US,United States,32,Boulder,14/12/2015,08/03/2022,Involuntary,Technology,Technology,USD,0.15,Software Engineer,32514,Individual Contributor,99000,1
102054,Lilia,Roepke,3974 Penn Street,Sikeston,MO,Missouri,63801,US,United States,41,Boulder,14/12/2015,24/12/2018,Voluntary,Technology,Technology,USD,0.15,Software Engineer,29323,Individual Contributor,91000,0
102055,Deborah,Foster,3075 Reppert Coal Road,Detroit,MI,Michigan,48219,US,United States,60,Boulder,14/12/2015,,,Technology,Technology,USD,0.2,"Director, Engineering",22271,Director,98000,1
102056,Ethel,Herrera,4855 Davisson Street,Richmond,IN,Indiana,47374,US,United States,64,NYC,14/12/2015,01/08/2018,Involuntary,Corporate,Marketing,USD,0.15,Programmatic Marketing Specialist,20979,Individual Contributor,82000,0
102057,Minnie,Lee,3998 Pickens Way,Dallas,TX,Texas,75212,US,United States,31,NYC,14/12/2015,19/09/2022,Voluntary,Corporate,Customer Service,USD,0.15,Account Manager,32827,Individual Contributor,53000,1
102058,Kiyotaka,Kamitani,,,,,0,JP,Japan,41,Tokyo,14/12/2015,,,Corporate,Corporate,JPY,0.15,Finance Coordinator,29167,Individual Contributor,9497000,1
102059,Taiyou,Kurita,,,,,0,JP,Japan,52,Tokyo,14/12/2015,12/01/2018,Voluntary,Corporate,Customer Service,JPY,0.15,Account Manager,25222,Individual Contributor,3860460,0
102060,Ferdinand,Utne,rhagen 49,MOLDE,,,6422,NO,Norway,29,Oslo,14/12/2015,07/11/2019,Voluntary,Technology,Technology,NOK,0.2,"Director, Engineering",33699,Director,541000,0
102061,Adam,Whitehouse,82 Moulton Road,GUYZANCE,,,,GB,United Kingdom,36,London,14/12/2015,19/02/2019,Involuntary,Corporate,Sales,GBP,0.2,Regional Sales Manager,31007,Manager,31000,0
102062,Andrew,Wofford,162 Adams Drive,El Campo,TX,Texas,77437,US,United States,63,Boulder,21/12/2015,13/05/2019,Involuntary,Technology,Technology,USD,0.15,Software Engineer,21363,Individual Contributor,95000,0
102063,Craig,Mazzola,2278 Masonic Drive,Laurel,MT,Montana,59044,US,United States,24,Boulder,21/12/2015,22/03/2023,Involuntary,Technology,Technology,USD,0.15,Software Engineer,35541,Individual Contributor,98000,1
102064,Thelma,Lindsey,1657 Kennedy Court,Bedford,MA,Massachusetts,1730,US,United States,54,Boulder,21/12/2015,,,Technology,Technology,USD,0.15,Senior Software Engineer,24414,Senior,97000,1
102065,Rebecca,Morita,197 Langtown Road,Des Moines,IA,Iowa,50309,US,United States,30,Boulder,21/12/2015,04/07/2019,Voluntary,Technology,Technology,USD,0.2,"Director, Engineering",33113,Director,91000,0
102066,Tracy,Leonard,4752 Dawson Drive,Jacksonville,AR,Arkansas,72076,US,United States,48,Boulder,21/12/2015,,,Technology,Technology,USD,0.15,Senior Software Engineer,26620,Senior,91000,1
102067,Annie,Hausmann,2519 Alpaca Way,Irvine,CA,California,92614,US,United States,39,NYC,21/12/2015,01/11/2019,Involuntary,Corporate,Customer Service,USD,0.15,Account Manager,29786,Individual Contributor,54000,0
102068,Roger,Rogers,4758 Arlington Avenue,Maryville,TN,Tennessee,37801,US,United States,51,NYC,21/12/2015,,,Corporate,Sales,USD,0.2,"Director, Sales",25657,Director,77000,1
102069,Allen,Bernier,3715 Front Street,Croswell,MI,Michigan,48422,US,United States,26,NYC,21/12/2015,,,Corporate,Customer Service,USD,0.15,Account Manager,34546,Individual Contributor,51000,1
102070,Davis,Ford,1711 Berkley Street,Philadelphia,PA,Pennsylvania,19108,US,United States,51,NYC,21/12/2015,30/05/2019,Involuntary,Corporate,Corporate,USD,0.15,Coordinator,25607,Individual Contributor,64000,0
102071,John,Woods,3593 Fleming Street,Selma,AL,Alabama,36703,US,United States,55,NYC,21/12/2015,,,Corporate,Corporate,USD,0.15,"Specialist, Training and Development",24284,Individual Contributor,68000,1
102072,Erika,Wasserman,4676 McVaney Road,Asheville,NC,North Carolina,28801,US,United States,43,NYC,21/12/2015,,,Corporate,Corporate,USD,0.15,HR Coordinator,28346,Individual Contributor,67000,1
102073,Hubert,Pinson,2834 Pretty View Lane,Santa Rosa,CA,California,95407,US,United States,59,Boulder,28/12/2015,,,Technology,Technology,USD,0.15,Software Engineer,22582,Individual Contributor,90000,1
102074,Bobby,Jones,4093 Mount Tabor,Scarsdale,NY,New York,10583,US,United States,50,Boulder,28/12/2015,07/02/2019,Involuntary,Technology,Technology,USD,0.15,Software Engineer,26085,Individual Contributor,90000,0
102075,Hikaru,Shibata,,,,,0,JP,Japan,42,Tokyo,28/12/2015,,,Corporate,Sales,JPY,0.15,Sales Team Lead,28777,Senior,6066580,1
102076,Olivia,Solhaug,Pindsleveien 219,SANDEFJORD,,,3221,NO,Norway,55,Oslo,28/12/2015,07/09/2016,Voluntary,Technology,Technology,NOK,0.15,Software Engineer,24216,Individual Contributor,538000,0
102077,Abigail,Lewis,77 Tonbridge Rd,COOMBE,,,,GB,United Kingdom,58,London,28/12/2015,06/11/2020,Involuntary,Corporate,Sales,GBP,0.15,Account Executive,22915,Individual Contributor,22000,0
102078,Amber,Yates,75 Dunmow Road,GRINDLEY,,,,GB,United Kingdom,41,London,28/12/2015,,,Corporate,Corporate,GBP,0.15,Coordinator,29261,Individual Contributor,39000,1
102079,Richard,Crosby,2585 Lucky Duck Drive,Pittsburgh,PA,Pennsylvania,15212,US,United States,62,Boulder,04/01/2016,,,Technology,Technology,USD,0.15,Senior Software Engineer,21729,Senior,99000,1
102080,Robert,Jackson,1576 Charmaine Lane,Reydon,TX,Texas,73660,US,United States,52,Boulder,04/01/2016,,,Technology,Technology,USD,0.2,"Director, Engineering",25283,Director,95000,1
102081,Peter,Lee,4688 Lunetta Street,Bluegrove,TX,Texas,76352,US,United States,52,NYC,04/01/2016,11/09/2021,Voluntary,Corporate,Marketing,USD,0.1,"Associate, Marketing",25292,Associate,83000,1
102082,Michael,Perez,9 Carolyns Circle,Dallas,TX,Texas,75202,US,United States,32,NYC,04/01/2016,,,Corporate,Sales,USD,0.15,Account Executive,32505,Individual Contributor,74000,1
102083,Ronald,Lane,4708 Godfrey Road,New York,NY,New York,10038,US,United States,52,NYC,04/01/2016,27/06/2017,Involuntary,Corporate,Marketing,USD,0.2,"Director, Marketing",25353,Director,84000,0
102084,Elina,Johansen,Borgsvegen 31,TROMS,,,9011,NO,Norway,60,Oslo,04/01/2016,,,Technology,Technology,NOK,0.15,Software Engineer,22448,Individual Contributor,540000,1
102085,Terrence,Humphreys,2611 Deer Haven Drive,Taylors,SC,South Carolina,29687,US,United States,52,Boulder,11/01/2016,,,Technology,Technology,USD,0.15,Software Engineer,25045,Individual Contributor,92000,1
102086,Joey,Gaier,1443 Cheshire Road,Stratford,CT,Connecticut,6497,US,United States,45,Boulder,11/01/2016,16/09/2021,Involuntary,Technology,Technology,USD,0.15,Software Engineer,27938,Individual Contributor,90000,1
102087,Thomas,Dozier,3725 Courtright Street,Milton,ND,North Dakota,58260,US,United States,39,NYC,11/01/2016,,,Corporate,Corporate,USD,0.3,"VP, Corporate",30048,VP,66000,1
102088,Michael,Zeigler,1217 Sweetwood Drive,Boulder,CO,Colorado,80302,US,United States,48,NYC,11/01/2016,21/09/2018,Voluntary,Corporate,Customer Service,USD,0.15,Account Manager,26662,Individual Contributor,58000,0
102089,Kathryn,Pasco,1885 Godfrey Street,Portland,OR,Oregon,97229,US,United States,34,NYC,11/01/2016,28/06/2019,Involuntary,Corporate,Corporate,USD,0.15,"Manager, Corporate",31934,Individual Contributor,65000,0
102090,Jean,Andreas,258 Deercove Drive,Dallas,TX,Texas,75202,US,United States,40,NYC,11/01/2016,,,Corporate,Customer Service,USD,0.15,Account Manager,29482,Individual Contributor,60000,1
102091,Shinsei,Fukazawa,,,,,0,JP,Japan,37,Tokyo,11/01/2016,19/02/2018,Involuntary,Corporate,Corporate,JPY,0.15,Finance Coordinator,30525,Individual Contributor,9498000,0
102092,Ruby,Bartlett,86 Huntly Street,BARRHEAD,,,,GB,United Kingdom,50,London,11/01/2016,,,Corporate,Marketing,GBP,0.2,"Manager, Marketing",25852,Manager,40000,1
102093,Lydia,Byrne,1 Friar Street,CLEEVE,,,,GB,United Kingdom,35,London,11/01/2016,06/07/2018,Involuntary,Corporate,Customer Service,GBP,0.15,Associate Account Manager,31352,Associate,33000,0
102094,Jennifer,Kelly,1 Cloch Rd,ST HELENS,,,,GB,United Kingdom,62,London,11/01/2016,30/04/2021,Voluntary,Corporate,Customer Service,GBP,0.15,Account Manager,21654,Individual Contributor,31000,0
102095,John,Eames,4044 Libby Street,Los Angeles,CA,California,90017,US,United States,42,Boulder,18/01/2016,,,Technology,Corporate,USD,0.15,HR Coordinator,28908,Individual Contributor,60000,1
102096,Judson,Carroll,950 Dogwood Road,Phoenix,AZ,Arizona,85012,US,United States,48,Boulder,18/01/2016,26/07/2019,Voluntary,Technology,Technology,USD,0.2,"Director, Engineering",26785,Director,92000,0
102097,Casey,Roberts,2847 Tully Street,Livonia,MI,Michigan,48150,US,United States,27,Boulder,18/01/2016,,,Technology,Technology,USD,0.15,Senior Software Engineer,34511,Senior,97000,1
102098,Edwin,Ollis,2974 Fieldcrest Road,Long Island City,NY,New York,11101,US,United States,49,NYC,18/01/2016,02/12/2021,Involuntary,Corporate,Marketing,USD,0.15,Graphic Designer,26311,Individual Contributor,85000,1
102099,Christina,Lacasse,1349 Heavner Avenue,Cumming,GA,Georgia,30130,US,United States,29,NYC,18/01/2016,26/08/2020,Involuntary,Corporate,Corporate,USD,0.15,HR Coordinator,33744,Individual Contributor,69000,0
102100,Rikiya,Higa,,,,,0,JP,Japan,30,Tokyo,18/01/2016,24/11/2021,Involuntary,Corporate,Customer Service,JPY,0.15,Account Manager,33234,Individual Contributor,3862460,1
102101,Cheryl,Suzuki,3040 Dog Hill Lane,Hays,KS,Kansas,67601,US,United States,54,Boulder,25/01/2016,,,Technology,Technology,USD,0.15,Software Engineer,24490,Individual Contributor,98000,1
102102,Raquel,Welch,722 Davis Place,Ashland,OH,Ohio,44805,US,United States,41,Boulder,25/01/2016,18/08/2022,Voluntary,Technology,Technology,USD,0.15,Senior Software Engineer,29346,Senior,95000,1
102103,Robert,Gillespie,3409 Cemetery Street,Watsonville,CA,California,95076,US,United States,37,Boulder,25/01/2016,,,Technology,Technology,USD,0.15,Senior Software Engineer,30796,Senior,92000,1
102104,Edward,Schell,1576 Doctors Drive,Los Angeles,CA,California,90045,US,United States,34,Boulder,25/01/2016,26/10/2020,Voluntary,Technology,Technology,USD,0.15,Software Engineer,31835,Individual Contributor,92000,0
102105,Emanuel,Natvig,Cappelstuguvegen 226,NOTODDEN,,,3675,NO,Norway,45,Oslo,25/01/2016,,,Technology,Technology,NOK,0.15,Senior Software Engineer,27897,Senior,538000,1
102106,Kyle,Humphreys,62 Sloe Lane,CROWLAS,,,,GB,United Kingdom,48,London,25/01/2016,,,Corporate,Customer Service,GBP,0.2,"Director, Customer Service",26647,Director,36000,1
102107,Donald,Hockenberry,4189 Franklee Lane,Plymouth Meeting,PA,Pennsylvania,19462,US,United States,61,Boulder,01/02/2016,14/09/2016,Voluntary,Technology,Technology,USD,0.2,"Director, Engineering",21813,Director,99000,0
102108,Trina,Colvin,4747 South Street,Midland,TX,Texas,79701,US,United States,46,NYC,01/02/2016,21/07/2016,Voluntary,Corporate,Customer Service,USD,0.15,Account Manager,27339,Individual Contributor,59000,0
102109,Andrew,Ronan,4047 Broadway Avenue,Charleston,TN,Tennessee,37310,US,United States,62,NYC,01/02/2016,,,Corporate,Marketing,USD,0.1,"Associate, Marketing",21423,Associate,76000,1
102110,Roberto,Torres,3730 Dancing Dove Lane,New York,NY,New York,10001,US,United States,61,Boulder,08/02/2016,,,Technology,Technology,USD,0.15,Software Engineer,21849,Individual Contributor,96000,1
102111,David,Noyes,4393 Ryder Avenue,Redmond,WA,Washington,98052,US,United States,40,Boulder,08/02/2016,23/09/2018,Involuntary,Technology,Technology,USD,0.2,"Director, Engineering",29627,Director,96000,0
102112,Christopher,Lantz,2658 Heather Sees Way,Grove,OK,Oklahoma,74344,US,United States,54,Boulder,08/02/2016,,,Technology,Technology,USD,0.15,Software Engineer,24437,Individual Contributor,92000,1
102113,Martin,Cardwell,2634 Ryan Road,Akron,SD,South Dakota,51001,US,United States,23,Boulder,08/02/2016,27/03/2019,Involuntary,Technology,Technology,USD,0.15,Software Engineer,35880,Individual Contributor,93000,0
102114,Tracy,Fortner,652 Broadcast Drive,Matthews,NC,North Carolina,28105,US,United States,53,NYC,08/02/2016,,,Corporate,Sales,USD,0.2,"Director, Sales",24803,Director,77000,1
102115,Patricia,Larson,1518 Point Street,Chicago,IL,Illinois,60629,US,United States,34,NYC,08/02/2016,,,Corporate,Marketing,USD,0.2,"Manager, Marketing",31841,Manager,82000,1
102116,Denise,Chavez,1325 Steele Street,Oak Brook,IL,Illinois,60523,US,United States,58,Boulder,15/02/2016,27/07/2018,Voluntary,Technology,Technology,USD,0.15,Software Engineer,22875,Individual Contributor,94000,0
102117,Becky,Brousseau,4178 Longview Avenue,Forest Hills,NY,New York,11375,US,United States,44,NYC,15/02/2016,,,Corporate,Customer Service,USD,0.15,Account Manager,28266,Individual Contributor,57000,1
102118,Roger,Witcher,304 Raccoon Run,Seattle,WA,Washington,98133,US,United States,49,NYC,15/02/2016,19/09/2020,Involuntary,Corporate,Sales,USD,0.2,Regional Sales Manager,26417,Manager,76000,0
102119,Takeru,Taue,,,,,0,JP,Japan,36,Tokyo,15/02/2016,,,Corporate,Sales,JPY,0.2,Sales Manager,31189,Manager,6072580,1
102120,Aimee,Reed,72 Neville Street,INCHKINLOCH,,,,GB,United Kingdom,55,London,15/02/2016,,,Corporate,Customer Service,GBP,0.15,Account Manager,24286,Individual Contributor,30000,1
102121,Scarlett,Vaughan,56 Newmarket Road,HAYTON,,,,GB,United Kingdom,34,London,15/02/2016,14/04/2016,Involuntary,Corporate,Sales,GBP,0.15,Account Executive,31626,Individual Contributor,26000,0
102122,Jodie,Mann,76 Front St,HEMINGBROUGH,,,,GB,United Kingdom,54,London,15/02/2016,,,Corporate,Marketing,GBP,0.15,Graphic Designer,24544,Individual Contributor,42000,1
102123,Robert,Funk,3750 Everette Alley,Fort Lauderdale,FL,Florida,33301,US,United States,37,Boulder,22/02/2016,13/01/2020,Involuntary,Technology,Technology,USD,0.15,Senior Software Engineer,30754,Senior,92000,0
102124,Fernando,Schmidt,289 Beech Street,Oakland,CA,California,94612,US,United States,23,Boulder,22/02/2016,,,Technology,Technology,USD,0.15,Senior Software Engineer,35863,Senior,97000,1
102125,Narue,Hayagawa,,,,,0,JP,Japan,55,Tokyo,22/02/2016,,,Corporate,Customer Service,JPY,0.15,Senior Account Manager,23939,Senior,3859460,1
102126,Leah,Farah,Haneborg all 185,FJELLHAMAR,,,1472,NO,Norway,31,Oslo,22/02/2016,,,Technology,Technology,NOK,0.2,"Director, Engineering",32973,Director,539000,1
102127,Carl,Seiler,3463 Corpening Drive,Pontiac,MI,Michigan,48057,US,United States,33,Boulder,29/02/2016,01/08/2021,Voluntary,Technology,Technology,USD,0.3,"VP, Technology",32094,VP,94000,1
102128,Stephen,Correa,994 West Side Avenue,River Edge,NJ,New Jersey,7649,US,United States,28,Boulder,29/02/2016,,,Technology,Technology,USD,0.15,Software Engineer,33902,Individual Contributor,96000,1
102129,Jeffrey,Stephenson,918 Westwood Avenue,Lynbrook,NY,New York,11563,US,United States,36,NYC,29/02/2016,25/10/2019,Voluntary,Corporate,Sales,USD,0.2,Regional Sales Manager,30887,Manager,80000,0
102130,Sou,Sato,,,,,0,JP,Japan,37,Tokyo,29/02/2016,17/03/2019,Voluntary,Corporate,Marketing,JPY,0.1,"Associate, Marketing",30748,Associate,7004000,0
102131,Jens,Bratland,Skjelbreidveien 106,HAFRSFJORD,,,4049,NO,Norway,46,Oslo,29/02/2016,,,Technology,Technology,NOK,0.15,Software Engineer,27412,Individual Contributor,536000,1
102132,Isaac,Lloyd,39 Tadcaster Rd,PICKWELL,,,,GB,United Kingdom,57,London,29/02/2016,,,Corporate,Sales,GBP,0.1,"Associate, Sales",23510,Associate,30000,1
102133,Georgeanna,Loveless,558 Whitetail Lane,Dallas,TX,Texas,75204,US,United States,38,Boulder,07/03/2016,,,Technology,Technology,USD,0.15,Software Engineer,30151,Individual Contributor,97000,1
102134,Clinton,Phillips,2567 Willison Street,Anoka,MN,Minnesota,55303,US,United States,34,Boulder,07/03/2016,09/04/2021,Voluntary,Technology,Technology,USD,0.15,Software Engineer,31609,Individual Contributor,92000,0
102135,Mary,Hopkins,1497 Biddie Lane,Richmond,VA,Virginia,23219,US,United States,56,NYC,07/03/2016,,,Corporate,Customer Service,USD,0.15,Senior Account Manager,23572,Senior,57000,1
102136,Ramona,Gilmore,4677 Dancing Dove Lane,New York,NY,New York,10011,US,United States,52,NYC,07/03/2016,,,Corporate,Marketing,USD,0.15,Graphic Designer,25096,Individual Contributor,75000,1
102137,Lucille,Carillo,4988 Ben Street,Mooers,NY,New York,12958,US,United States,58,NYC,07/03/2016,,,Corporate,Customer Service,USD,0.15,Account Manager,22843,Individual Contributor,50000,1
102138,Mary,Frederick,1069 Cost Avenue,Adelphi,MD,Maryland,20783,US,United States,53,NYC,07/03/2016,,,Corporate,Customer Service,USD,0.15,Account Manager,24829,Individual Contributor,50000,1
102139,Ron,Taylor,2951 Thunder Road,Oakland,CA,California,94612,US,United States,64,NYC,07/03/2016,02/04/2021,Involuntary,Corporate,Corporate,USD,0.15,Finance Coordinator,20963,Individual Contributor,61000,0
102140,Courtney,Hill,3090 Ben Street,East Lansing,MI,Michigan,48823,US,United States,26,NYC,07/03/2016,12/11/2019,Involuntary,Corporate,Customer Service,USD,0.15,Account Manager,34667,Individual Contributor,52000,0
102141,Tyler,Nash,97 Hounslow Rd,SNAITH,,,,GB,United Kingdom,32,London,07/03/2016,,,Corporate,Customer Service,GBP,0.15,Associate Account Manager,32393,Associate,28000,1
102142,Clyde,Rivers,219 Smithfield Avenue,Amarillo,TX,Texas,79101,US,United States,52,Boulder,14/03/2016,16/07/2018,Involuntary,Technology,Technology,USD,0.3,"VP, Technology",25237,VP,94000,0
102143,Angela,Burnside,2680 Joyce Street,Quitman,AL,Alabama,39355,US,United States,31,NYC,14/03/2016,20/09/2019,Involuntary,Corporate,Customer Service,USD,0.15,Associate Account Manager,32754,Associate,57000,0
102144,Jim,Frank,843 John Calvin Drive,Calumet City,IL,Illinois,60409,US,United States,48,NYC,14/03/2016,26/05/2016,Involuntary,Corporate,Sales,USD,0.15,Sales Team Lead,26694,Senior,75000,0
102145,Catherine,Mason,1596 Oak Way,Lincoln,NE,Nebraska,68501,US,United States,57,NYC,14/03/2016,,,Corporate,Customer Service,USD,0.15,CS Operations Specialist,23281,Individual Contributor,54000,1
102146,Etsuo,Kamihara,,,,,0,JP,Japan,42,Tokyo,14/03/2016,,,Corporate,Customer Service,JPY,0.15,CS Operations Specialist,28978,Individual Contributor,3860460,1
102147,Salvador,Arias,2855 Steve Hunt Road,Miami Springs,FL,Florida,33166,US,United States,27,SanJose,21/03/2016,05/01/2020,Voluntary,Corporate,Sales,USD,0.15,Account Executive,34292,Individual Contributor,74000,0
102148,George,Russell,4945 Ferguson Street,Burlington,MA,Massachusetts,1803,US,United States,48,SanJose,21/03/2016,,,Corporate,Customer Service,USD,0.15,Associate Account Manager,26692,Associate,60000,1
102149,Barbara,Cruz,455 Oral Lake Road,Eagan,MN,Minnesota,55121,US,United States,54,SanJose,21/03/2016,10/09/2018,Involuntary,Corporate,Sales,USD,0.2,Sales Manager,24503,Manager,79000,0
102150,Edna,Anderson,1347 Crummit Lane,Lincoln,NE,Nebraska,68508,US,United States,39,SanJose,21/03/2016,23/04/2017,Involuntary,Corporate,Corporate,USD,0.15,HR Analyst,29892,Individual Contributor,64000,0
102151,Debra,Perry,1656 Saint James Drive,Mcalisterville,PA,Pennsylvania,17049,US,United States,61,SanJose,21/03/2016,,,Corporate,Corporate,USD,0.15,HR Analyst,22069,Individual Contributor,62000,1
102152,John,Barrera,3114 Parkview Drive,Anaheim,CA,California,92804,US,United States,35,SanJose,21/03/2016,18/02/2019,Voluntary,Corporate,Technology,USD,0.15,IT,31455,Individual Contributor,46000,0
102153,Kevin,Vallecillo,2096 Melville Street,Memphis,TN,Tennessee,38110,US,United States,35,SanJose,21/03/2016,,,Corporate,Sales,USD,0.15,Account Executive,31531,Individual Contributor,77000,1
102154,Laura,Bernard,4094 Caldwell Road,East Rochester,NY,New York,14445,US,United States,59,SanJose,21/03/2016,,,Corporate,Customer Service,USD,0.15,Associate Account Manager,22543,Manager,51000,1
102155,James,Bell,4442 Vine Street,Arlington Heights,IL,Illinois,60005,US,United States,40,SanJose,21/03/2016,,,Corporate,Customer Service,USD,0.2,"Manager, Customer Service",29469,Manager,54000,1
102156,Henrietta,Bates,2495 Wyatt Street,Doral,FL,Florida,33166,US,United States,50,Boulder,21/03/2016,05/12/2017,Voluntary,Technology,Technology,USD,0.15,Software Engineer,26113,Individual Contributor,99000,0
102157,Lisa,Richardson,845 Melm Street,Winter Park,FL,Florida,32789,US,United States,54,Boulder,21/03/2016,,,Technology,Technology,USD,0.15,Software Engineer,24592,Individual Contributor,90000,1
102158,Jared,Finney,1072 Nicholas Street,St Francis,KS,Kansas,67756,US,United States,39,Boulder,21/03/2016,11/11/2022,Involuntary,Technology,Technology,USD,0.15,Software Engineer,29983,Individual Contributor,96000,1
102159,John,Gentile,1410 Quarry Drive,Dothan,AL,Alabama,36303,US,United States,61,Boulder,21/03/2016,,,Technology,Technology,USD,0.2,"Director, Engineering",21898,Director,97000,1
102160,Ming,Mueller,243 Better Street,Olathe,KS,Kansas,66061,US,United States,52,Boulder,21/03/2016,03/09/2022,Voluntary,Technology,Technology,USD,0.15,Software Engineer,25385,Individual Contributor,90000,1
102161,Billie,Sweeney,4939 Eagle Lane,Clarissa,MN,Minnesota,56440,US,United States,28,NYC,21/03/2016,,,Corporate,Sales,USD,0.1,"Associate, Sales",34024,Associate,78000,1
102162,Theresa,Irick,3314 Lost Creek Road,Philadelphia,PA,Pennsylvania,19103,US,United States,41,NYC,21/03/2016,,,Corporate,Sales,USD,0.15,Account Executive,29181,Individual Contributor,70000,1
102163,Carla,Campbell,3378 Poe Road,Houston,TX,Texas,77036,US,United States,30,NYC,21/03/2016,,,Corporate,Customer Service,USD,0.15,Associate Account Manager,33178,Associate,57000,1
102164,Peter,Coleman,535 Medical Center Drive,Fort Myers,FL,Florida,33912,US,United States,37,NYC,21/03/2016,,,Corporate,Customer Service,USD,0.15,Associate Account Manager,30720,Associate,55000,1
102165,Ryan,Stennett,4496 Saint James Drive,Thompsontown (Juniata),PA,Pennsylvania,17094,US,United States,62,NYC,21/03/2016,,,Corporate,Sales,USD,0.2,Sales Manager,21731,Manager,71000,1
102166,Lydia,Jennings,8 Cefn Road,FARLEY,,,,GB,United Kingdom,31,London,21/03/2016,30/05/2022,Involuntary,Corporate,Sales,GBP,0.1,"Associate, Sales",33002,Associate,25000,1
102167,Robert,Davila,4342 Pearlman Avenue,Bedford,MA,Massachusetts,1730,US,United States,36,SanJose,28/03/2016,07/04/2018,Involuntary,Corporate,Sales,USD,0.2,Sales Manager,30897,Manager,73000,0
102168,Richard,Barton,2116 Little Acres Lane,Greenview,IL,Illinois,62642,US,United States,42,SanJose,28/03/2016,28/04/2022,Voluntary,Corporate,Technology,USD,0.15,IT,28887,Individual Contributor,50000,1
102169,Haydee,Shoe,1190 Buck Drive,Salt Lake City,UT,Utah,84116,US,United States,23,SanJose,28/03/2016,,,Corporate,Customer Service,USD,0.15,Account Manager,35725,Individual Contributor,56000,1
102170,Sara,Torres,3785 Broad Street,Tuscaloosa,AL,Alabama,35404,US,United States,51,SanJose,28/03/2016,,,Corporate,Sales,USD,0.15,Account Executive,25484,Individual Contributor,74000,1
102171,Willie,Monahan,4215 Courtright Street,West Fargo,ND,North Dakota,58078,US,United States,55,SanJose,28/03/2016,21/07/2016,Voluntary,Corporate,Sales,USD,0.1,"Associate, Sales",24047,Associate,71000,0
102172,Freda,Johnson,541 Bastin Drive,Allentown,PA,Pennsylvania,18109,US,United States,55,SanJose,28/03/2016,10/09/2018,Voluntary,Corporate,Sales,USD,0.15,Account Executive,24061,Individual Contributor,76000,0
102173,Andre,Twyman,1451 Philadelphia Avenue,Salt Lake City,UT,Utah,84104,US,United States,57,SanJose,28/03/2016,,,Corporate,Sales,USD,0.1,"Associate, Sales",23290,Associate,76000,1
102174,Charles,Vaugh,229 Capitol Avenue,Richmond,IN,Indiana,47374,US,United States,57,SanJose,28/03/2016,29/06/2016,Involuntary,Corporate,Customer Service,USD,0.15,Account Manager,23455,Individual Contributor,53000,0
102175,Ryan,Bass,558 Koontz Lane,Fullerton,CA,California,93632,US,United States,49,SanJose,28/03/2016,25/10/2018,Voluntary,Corporate,Sales,USD,0.1,"Associate, Sales",26446,Associate,76000,0
102176,Myron,Collins,3899 Colonial Drive,Houston,TX,Texas,77024,US,United States,31,Boulder,28/03/2016,,,Technology,Technology,USD,0.3,"VP, Technology",32885,VP,90000,1
102177,Suzanne,Roberts,4243 Callison Lane,New Castle,DE,Delaware,19720,US,United States,49,Boulder,28/03/2016,,,Technology,Technology,USD,0.15,Software Engineer,26203,Individual Contributor,93000,1
102178,Marian,Lane,1736 Lowndes Hill Park Road,Bakersfield,CA,California,93304,US,United States,24,Boulder,28/03/2016,18/12/2021,Involuntary,Technology,Technology,USD,0.2,"Director, Engineering",35395,Director,97000,1
102179,Barbara,Quinonez,4134 Pickens Way,Dallas,TX,Texas,75247,US,United States,39,Boulder,28/03/2016,,,Technology,Technology,USD,0.15,Software Engineer,29778,Individual Contributor,93000,1
102180,Elizabeth,Skalski,57 Webster Street,New Brunswick,NJ,New Jersey,8901,US,United States,44,NYC,28/03/2016,16/02/2018,Voluntary,Corporate,Customer Service,USD,0.15,Account Manager,28000,Individual Contributor,57000,0
102181,Mary,Bland,2130 Eagles Nest Drive,Tamarack,CA,California,95705,US,United States,45,NYC,28/03/2016,,,Corporate,Customer Service,USD,0.15,Associate Account Manager,27685,Associate,53000,1
102182,Antonio,Orozco,2134 Locust Court,Gardena,CA,California,90248,US,United States,60,NYC,28/03/2016,11/12/2018,Involuntary,Corporate,Customer Service,USD,0.15,Account Manager,22117,Individual Contributor,54000,0
102183,Kanami,Ichikawa,,,,,0,JP,Japan,45,Tokyo,28/03/2016,,,Corporate,Customer Service,JPY,0.2,"Manager, Customer Service",27879,Associate,3860460,1
